player_name,market_key,market_description,bookmaker,outcome,odds_decimal,prop_line,description,projection_type,projection,edge,implied_prob
Pascal Siakam,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,2.3,7.5,Pascal Siakam,TRB,6.4,-1.0999999999999996,0.4347826086956522
Shai Gilgeous-Alexander,player_steals_alternate,Alternate Steals (Over/Under),FanDuel,Over,3.9,2.5,Shai Gilgeous-Alexander,ST,1.4,-1.1,0.25641025641025644
Bennedict Mathurin,player_assists_alternate,Alternate Assists (Over/Under),FanDuel,Over,7.4,2.5,Bennedict Mathurin,AST,1.4,-1.1,0.13513513513513511
Alex Caruso,player_steals_alternate,Alternate Steals (Over/Under),FanDuel,Over,2.52,2.5,Alex Caruso,ST,1.4,-1.1,0.3968253968253968
Cason Wallace,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,4.2,3.5,Cason Wallace,TRB,2.4,-1.1,0.23809523809523808
Andrew Nembhard,player_steals_alternate,Alternate Steals (Over/Under),FanDuel,Over,6.8,2.5,Andrew Nembhard,ST,1.3,-1.2,0.14705882352941177
Aaron Nesmith,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,2.3,5.5,Aaron Nesmith,TRB,4.3,-1.2000000000000002,0.4347826086956522
Aaron Nesmith,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,2.32,5.5,Aaron Nesmith,TRB,4.3,-1.2000000000000002,0.4310344827586207
Isaiah Hartenstein,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,3.4,8.5,Isaiah Hartenstein,TRB,7.3,-1.2000000000000002,0.29411764705882354
Shai Gilgeous-Alexander,player_points,Player Points (Over/Under),FanDuel,Over,1.94,33.5,Shai Gilgeous-Alexander,PTS,32.2,-1.2999999999999972,0.5154639175257733
Shai Gilgeous-Alexander,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,1.93,33.5,Shai Gilgeous-Alexander,PTS,32.2,-1.2999999999999972,0.5181347150259068
Obi Toppin,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,2.42,5.5,Obi Toppin,TRB,4.2,-1.2999999999999998,0.4132231404958678
T.J. McConnell,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,3.7,4.5,T.J. McConnell,TRB,3.2,-1.2999999999999998,0.27027027027027023
Aaron Wiggins,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,4.1,3.5,Aaron Wiggins,TRB,2.2,-1.2999999999999998,0.24390243902439027
Cason Wallace,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.78,6.5,Cason Wallace,PTS,5.2,-1.2999999999999998,0.3597122302158274
Tyrese Haliburton,player_rebounds,Player Rebounds (Over/Under),FanDuel,Over,2.3,4.5,Tyrese Haliburton,TRB,3.2,-1.2999999999999998,0.4347826086956522
Obi Toppin,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,2.4,5.5,Obi Toppin,TRB,4.2,-1.2999999999999998,0.4166666666666667
Jalen Williams,player_steals_alternate,Alternate Steals (Over/Under),FanDuel,Over,5.0,2.5,Jalen Williams,ST,1.2,-1.3,0.2
Alex Caruso,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,1.74,9.5,Alex Caruso,PTS,8.2,-1.3000000000000007,0.5747126436781609
Chet Holmgren,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,2.42,10.5,Chet Holmgren,TRB,9.2,-1.3000000000000007,0.4132231404958678
Alex Caruso,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,1.72,9.5,Alex Caruso,PTS,8.2,-1.3000000000000007,0.5813953488372093
Isaiah Hartenstein,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.2,7.5,Isaiah Hartenstein,PTS,6.1,-1.4000000000000004,0.3125
T.J. McConnell,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.82,12.5,T.J. McConnell,PTS,11.1,-1.4000000000000004,0.3546099290780142
Luguentz Dort,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,4.7,5.5,Luguentz Dort,TRB,4.1,-1.4000000000000004,0.2127659574468085
Luguentz Dort,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.98,10.5,Luguentz Dort,PTS,9.1,-1.4000000000000004,0.33557046979865773
Jalen Williams,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,1.83,22.5,Jalen Williams,PTS,21.0,-1.5,0.5464480874316939
Pascal Siakam,player_steals_alternate,Alternate Steals (Over/Under),FanDuel,Over,8.5,2.5,Pascal Siakam,ST,1.0,-1.5,0.11764705882352941
Isaiah Hartenstein,player_assists_alternate,Alternate Assists (Over/Under),FanDuel,Over,5.0,3.5,Isaiah Hartenstein,AST,2.0,-1.5,0.2
Myles Turner,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.2,16.5,Myles Turner,PTS,15.0,-1.5,0.3125
Myles Turner,player_blocks_alternate,Alternate Blocks (Over/Under),FanDuel,Over,7.8,3.5,Myles Turner,BK,2.0,-1.5,0.12820512820512822
Jalen Williams,player_points,Player Points (Over/Under),FanDuel,Over,1.85,22.5,Jalen Williams,PTS,21.0,-1.5,0.5405405405405405
Myles Turner,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,5.5,7.5,Myles Turner,TRB,5.9,-1.5999999999999996,0.18181818181818182
Aaron Wiggins,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.82,7.5,Aaron Wiggins,PTS,5.9,-1.5999999999999996,0.3546099290780142
Tyrese Haliburton,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.32,14.5,Tyrese Haliburton,PTS,12.9,-1.5999999999999996,0.4310344827586207
Pascal Siakam,player_assists_alternate,Alternate Assists (Over/Under),FanDuel,Over,4.4,5.5,Pascal Siakam,AST,3.9,-1.6,0.22727272727272727
Chet Holmgren,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.34,17.5,Chet Holmgren,PTS,15.8,-1.6999999999999993,0.4273504273504274
Luguentz Dort,player_steals_alternate,Alternate Steals (Over/Under),FanDuel,Over,7.4,2.5,Luguentz Dort,ST,0.8,-1.7,0.13513513513513511
Cason Wallace,player_steals_alternate,Alternate Steals (Over/Under),FanDuel,Over,7.3,2.5,Cason Wallace,ST,0.8,-1.7,0.136986301369863
Jalen Williams,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,4.3,7.5,Jalen Williams,TRB,5.8,-1.7000000000000002,0.23255813953488372
Shai Gilgeous-Alexander,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,5.7,7.5,Shai Gilgeous-Alexander,TRB,5.7,-1.7999999999999998,0.17543859649122806
Bennedict Mathurin,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,5.3,5.5,Bennedict Mathurin,TRB,3.7,-1.7999999999999998,0.18867924528301888
Bennedict Mathurin,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,5.6,5.5,Bennedict Mathurin,TRB,3.7,-1.7999999999999998,0.17857142857142858
Chet Holmgren,player_blocks_alternate,Alternate Blocks (Over/Under),FanDuel,Over,6.8,3.5,Chet Holmgren,BK,1.7,-1.8,0.14705882352941177
Andrew Nembhard,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.52,12.5,Andrew Nembhard,PTS,10.7,-1.8000000000000007,0.3968253968253968
Obi Toppin,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.82,12.5,Obi Toppin,PTS,10.7,-1.8000000000000007,0.3546099290780142
Alex Caruso,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,4.0,5.5,Alex Caruso,TRB,3.5,-2.0,0.25
Bennedict Mathurin,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.1,14.5,Bennedict Mathurin,PTS,12.5,-2.0,0.3225806451612903
Alex Caruso,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,3.9,5.5,Alex Caruso,TRB,3.5,-2.0,0.25641025641025644
T.J. McConnell,player_assists_alternate,Alternate Assists (Over/Under),FanDuel,Over,7.0,7.5,T.J. McConnell,AST,5.5,-2.0,0.14285714285714285
Pascal Siakam,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.4,22.5,Pascal Siakam,PTS,20.5,-2.0,0.4166666666666667
Aaron Nesmith,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.3,14.5,Aaron Nesmith,PTS,12.4,-2.0999999999999996,0.30303030303030304
Aaron Nesmith,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.4,14.5,Aaron Nesmith,PTS,12.4,-2.0999999999999996,0.29411764705882354
Pascal Siakam,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,3.25,8.5,Pascal Siakam,TRB,6.4,-2.0999999999999996,0.3076923076923077
Bennedict Mathurin,player_assists_alternate,Alternate Assists (Over/Under),FanDuel,Over,16.0,3.5,Bennedict Mathurin,AST,1.4,-2.1,0.0625
Alex Caruso,player_steals_alternate,Alternate Steals (Over/Under),FanDuel,Over,4.7,3.5,Alex Caruso,ST,1.4,-2.1,0.2127659574468085
Shai Gilgeous-Alexander,player_steals_alternate,Alternate Steals (Over/Under),FanDuel,Over,8.5,3.5,Shai Gilgeous-Alexander,ST,1.4,-2.1,0.11764705882352941
Aaron Nesmith,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,3.3,6.5,Aaron Nesmith,TRB,4.3,-2.2,0.30303030303030304
Isaiah Hartenstein,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,4.5,9.5,Isaiah Hartenstein,TRB,7.3,-2.2,0.2222222222222222
Shai Gilgeous-Alexander,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.16,34.5,Shai Gilgeous-Alexander,PTS,32.2,-2.299999999999997,0.4629629629629629
Shai Gilgeous-Alexander,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.16,34.5,Shai Gilgeous-Alexander,PTS,32.2,-2.299999999999997,0.4629629629629629
Obi Toppin,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,3.35,6.5,Obi Toppin,TRB,4.2,-2.3,0.29850746268656714
Cason Wallace,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.35,7.5,Cason Wallace,PTS,5.2,-2.3,0.29850746268656714
Tyrese Haliburton,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,3.55,5.5,Tyrese Haliburton,TRB,3.2,-2.3,0.28169014084507044
T.J. McConnell,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,6.4,5.5,T.J. McConnell,TRB,3.2,-2.3,0.15625
T.J. McConnell,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,6.2,5.5,T.J. McConnell,TRB,3.2,-2.3,0.16129032258064516
Chet Holmgren,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,3.3,11.5,Chet Holmgren,TRB,9.2,-2.3000000000000007,0.30303030303030304
Alex Caruso,player_points,Player Points (Over/Under),FanDuel,Over,2.02,10.5,Alex Caruso,PTS,8.2,-2.3000000000000007,0.49504950495049505
Alex Caruso,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.0,10.5,Alex Caruso,PTS,8.2,-2.3000000000000007,0.5
Chet Holmgren,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,3.25,11.5,Chet Holmgren,TRB,9.2,-2.3000000000000007,0.3076923076923077
T.J. McConnell,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.3,13.5,T.J. McConnell,PTS,11.1,-2.4000000000000004,0.30303030303030304
Andrew Nembhard,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,6.2,5.5,Andrew Nembhard,TRB,3.0,-2.5,0.16129032258064516
Myles Turner,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.8,17.5,Myles Turner,PTS,15.0,-2.5,0.2631578947368421
Jalen Williams,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.04,23.5,Jalen Williams,PTS,21.0,-2.5,0.49019607843137253
Andrew Nembhard,player_assists_alternate,Alternate Assists (Over/Under),FanDuel,Over,8.0,7.5,Andrew Nembhard,AST,4.9,-2.5999999999999996,0.125
Jalen Williams,player_assists_alternate,Alternate Assists (Over/Under),FanDuel,Over,7.3,7.5,Jalen Williams,AST,4.9,-2.5999999999999996,0.136986301369863
Aaron Wiggins,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.4,8.5,Aaron Wiggins,PTS,5.9,-2.5999999999999996,0.29411764705882354
Chet Holmgren,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.74,18.5,Chet Holmgren,PTS,15.8,-2.6999999999999993,0.36496350364963503
Bennedict Mathurin,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,9.5,6.5,Bennedict Mathurin,TRB,3.7,-2.8,0.10526315789473684
Andrew Nembhard,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.94,13.5,Andrew Nembhard,PTS,10.7,-2.8000000000000007,0.3401360544217687
Obi Toppin,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.25,13.5,Obi Toppin,PTS,10.7,-2.8000000000000007,0.3076923076923077
Pascal Siakam,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.78,23.5,Pascal Siakam,PTS,20.5,-3.0,0.3597122302158274
Shai Gilgeous-Alexander,player_assists_alternate,Alternate Assists (Over/Under),FanDuel,Over,6.6,9.5,Shai Gilgeous-Alexander,AST,6.5,-3.0,0.15151515151515152
Tyrese Haliburton,player_assists_alternate,Alternate Assists (Over/Under),FanDuel,Over,5.4,9.5,Tyrese Haliburton,AST,6.5,-3.0,0.18518518518518517
Pascal Siakam,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,4.2,9.5,Pascal Siakam,TRB,6.4,-3.0999999999999996,0.23809523809523808
Cason Wallace,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,15.0,5.5,Cason Wallace,TRB,2.4,-3.1,0.06666666666666667
Aaron Nesmith,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,5.2,7.5,Aaron Nesmith,TRB,4.3,-3.2,0.1923076923076923
Shai Gilgeous-Alexander,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.38,35.5,Shai Gilgeous-Alexander,PTS,32.2,-3.299999999999997,0.42016806722689076
Obi Toppin,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,5.3,7.5,Obi Toppin,TRB,4.2,-3.3,0.18867924528301888
Aaron Wiggins,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,13.0,5.5,Aaron Wiggins,TRB,2.2,-3.3,0.07692307692307693
Alex Caruso,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.36,11.5,Alex Caruso,PTS,8.2,-3.3000000000000007,0.42372881355932207
Isaiah Hartenstein,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,5.4,9.5,Isaiah Hartenstein,PTS,6.1,-3.4000000000000004,0.18518518518518517
Luguentz Dort,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,15.0,7.5,Luguentz Dort,TRB,4.1,-3.4000000000000004,0.06666666666666667
T.J. McConnell,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.85,14.5,T.J. McConnell,PTS,11.1,-3.4000000000000004,0.2597402597402597
Jalen Williams,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.32,24.5,Jalen Williams,PTS,21.0,-3.5,0.4310344827586207
Jalen Williams,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.34,24.5,Jalen Williams,PTS,21.0,-3.5,0.4273504273504274
Aaron Wiggins,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,4.4,9.5,Aaron Wiggins,PTS,5.9,-3.5999999999999996,0.22727272727272727
Myles Turner,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,12.0,9.5,Myles Turner,TRB,5.9,-3.5999999999999996,0.08333333333333333
Chet Holmgren,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.3,19.5,Chet Holmgren,PTS,15.8,-3.6999999999999993,0.30303030303030304
Chet Holmgren,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.2,19.5,Chet Holmgren,PTS,15.8,-3.6999999999999993,0.3125
Jalen Williams,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,10.0,9.5,Jalen Williams,TRB,5.8,-3.7,0.1
Shai Gilgeous-Alexander,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,13.0,9.5,Shai Gilgeous-Alexander,TRB,5.7,-3.8,0.07692307692307693
Bennedict Mathurin,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,16.0,7.5,Bennedict Mathurin,TRB,3.7,-3.8,0.0625
Andrew Nembhard,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.65,14.5,Andrew Nembhard,PTS,10.7,-3.8000000000000007,0.273972602739726
Obi Toppin,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,4.0,14.5,Obi Toppin,PTS,10.7,-3.8000000000000007,0.25
Andrew Nembhard,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.5,14.5,Andrew Nembhard,PTS,10.7,-3.8000000000000007,0.2857142857142857
Alex Caruso,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,11.6,7.5,Alex Caruso,TRB,3.5,-4.0,0.08620689655172414
T.J. McConnell,player_assists_alternate,Alternate Assists (Over/Under),FanDuel,Over,15.0,9.5,T.J. McConnell,AST,5.5,-4.0,0.06666666666666667
Pascal Siakam,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.3,24.5,Pascal Siakam,PTS,20.5,-4.0,0.30303030303030304
Pascal Siakam,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.2,24.5,Pascal Siakam,PTS,20.5,-4.0,0.3125
Isaiah Hartenstein,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,9.3,11.5,Isaiah Hartenstein,TRB,7.3,-4.2,0.1075268817204301
Shai Gilgeous-Alexander,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.68,36.5,Shai Gilgeous-Alexander,PTS,32.2,-4.299999999999997,0.3731343283582089
Cason Wallace,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,5.8,9.5,Cason Wallace,PTS,5.2,-4.3,0.1724137931034483
Tyrese Haliburton,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,10.0,7.5,Tyrese Haliburton,TRB,3.2,-4.3,0.1
T.J. McConnell,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,18.0,7.5,T.J. McConnell,TRB,3.2,-4.3,0.05555555555555555
Chet Holmgren,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,6.6,13.5,Chet Holmgren,TRB,9.2,-4.300000000000001,0.15151515151515152
Alex Caruso,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.82,12.5,Alex Caruso,PTS,8.2,-4.300000000000001,0.3546099290780142
Myles Turner,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,5.6,19.5,Myles Turner,PTS,15.0,-4.5,0.17857142857142858
Andrew Nembhard,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,18.0,7.5,Andrew Nembhard,TRB,3.0,-4.5,0.05555555555555555
Jalen Williams,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.62,25.5,Jalen Williams,PTS,21.0,-4.5,0.38167938931297707
Chet Holmgren,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.8,20.5,Chet Holmgren,PTS,15.8,-4.699999999999999,0.2631578947368421
Tyrese Haliburton,player_assists_alternate,Alternate Assists (Over/Under),FanDuel,Over,12.0,11.5,Tyrese Haliburton,AST,6.5,-5.0,0.08333333333333333
Pascal Siakam,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.7,25.5,Pascal Siakam,PTS,20.5,-5.0,0.27027027027027023
Pascal Siakam,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,10.0,11.5,Pascal Siakam,TRB,6.4,-5.1,0.1
Aaron Nesmith,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,11.6,9.5,Aaron Nesmith,TRB,4.3,-5.2,0.08620689655172414
Shai Gilgeous-Alexander,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.98,37.5,Shai Gilgeous-Alexander,PTS,32.2,-5.299999999999997,0.33557046979865773
Obi Toppin,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,11.0,9.5,Obi Toppin,TRB,4.2,-5.3,0.09090909090909091
Alex Caruso,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.3,13.5,Alex Caruso,PTS,8.2,-5.300000000000001,0.30303030303030304
Luguentz Dort,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,7.8,14.5,Luguentz Dort,PTS,9.1,-5.4,0.12820512820512822
Jalen Williams,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,2.94,26.5,Jalen Williams,PTS,21.0,-5.5,0.3401360544217687
Isaiah Hartenstein,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,18.0,13.5,Isaiah Hartenstein,TRB,7.3,-6.2,0.05555555555555555
Shai Gilgeous-Alexander,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.3,38.5,Shai Gilgeous-Alexander,PTS,32.2,-6.299999999999997,0.30303030303030304
Alex Caruso,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,4.1,14.5,Alex Caruso,PTS,8.2,-6.300000000000001,0.24390243902439027
Chet Holmgren,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,13.0,15.5,Chet Holmgren,TRB,9.2,-6.300000000000001,0.07692307692307693
Jalen Williams,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.4,27.5,Jalen Williams,PTS,21.0,-6.5,0.29411764705882354
Tyrese Haliburton,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,5.3,19.5,Tyrese Haliburton,PTS,12.9,-6.6,0.18867924528301888
Bennedict Mathurin,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,7.0,19.5,Bennedict Mathurin,PTS,12.5,-7.0,0.14285714285714285
Aaron Nesmith,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,9.0,19.5,Aaron Nesmith,PTS,12.4,-7.1,0.1111111111111111
Pascal Siakam,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,21.0,13.5,Pascal Siakam,TRB,6.4,-7.1,0.047619047619047616
Shai Gilgeous-Alexander,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.85,39.5,Shai Gilgeous-Alexander,PTS,32.2,-7.299999999999997,0.2597402597402597
Shai Gilgeous-Alexander,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.8,39.5,Shai Gilgeous-Alexander,PTS,32.2,-7.299999999999997,0.2631578947368421
Jalen Williams,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,3.9,28.5,Jalen Williams,PTS,21.0,-7.5,0.25641025641025644
Isaiah Hartenstein,player_rebounds_alternate,Alternate Rebounds (Over/Under),FanDuel,Over,41.0,15.5,Isaiah Hartenstein,TRB,7.3,-8.2,0.024390243902439025
T.J. McConnell,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,11.0,19.5,T.J. McConnell,PTS,11.1,-8.4,0.09090909090909091
Jalen Williams,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,4.5,29.5,Jalen Williams,PTS,21.0,-8.5,0.2222222222222222
Aaron Wiggins,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,14.0,14.5,Aaron Wiggins,PTS,5.9,-8.6,0.07142857142857142
Chet Holmgren,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,8.0,24.5,Chet Holmgren,PTS,15.8,-8.7,0.125
Obi Toppin,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,10.0,19.5,Obi Toppin,PTS,10.7,-8.8,0.1
Andrew Nembhard,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,11.0,19.5,Andrew Nembhard,PTS,10.7,-8.8,0.09090909090909091
Pascal Siakam,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,7.0,29.5,Pascal Siakam,PTS,20.5,-9.0,0.14285714285714285
Myles Turner,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,14.0,24.5,Myles Turner,PTS,15.0,-9.5,0.07142857142857142
Alex Caruso,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,12.0,19.5,Alex Caruso,PTS,8.2,-11.3,0.08333333333333333
Tyrese Haliburton,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,14.0,24.5,Tyrese Haliburton,PTS,12.9,-11.6,0.07142857142857142
Bennedict Mathurin,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,18.0,24.5,Bennedict Mathurin,PTS,12.5,-12.0,0.05555555555555555
Shai Gilgeous-Alexander,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,8.5,44.5,Shai Gilgeous-Alexander,PTS,32.2,-12.299999999999997,0.11764705882352941
Jalen Williams,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,11.0,34.5,Jalen Williams,PTS,21.0,-13.5,0.09090909090909091
Chet Holmgren,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,18.0,29.5,Chet Holmgren,PTS,15.8,-13.7,0.05555555555555555
Pascal Siakam,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,16.0,34.5,Pascal Siakam,PTS,20.5,-14.0,0.0625
Jalen Williams,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,26.0,39.5,Jalen Williams,PTS,21.0,-18.5,0.038461538461538464
Pascal Siakam,player_points_alternate,Alternate Points (Over/Under),FanDuel,Over,41.0,39.5,Pascal Siakam,PTS,20.5,-19.0,0.024390243902439025
Bennedict Mathurin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.04,4.5,Bennedict Mathurin,,,,0.9615384615384615
Bennedict Mathurin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.07,5.5,Bennedict Mathurin,,,,0.9345794392523364
Bennedict Mathurin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.13,6.5,Bennedict Mathurin,,,,0.8849557522123894
Bennedict Mathurin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.2,7.5,Bennedict Mathurin,,,,0.8333333333333334
Bennedict Mathurin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.29,8.5,Bennedict Mathurin,,,,0.7751937984496123
Bennedict Mathurin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.38,9.5,Bennedict Mathurin,,,,0.7246376811594204
Bennedict Mathurin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.55,10.5,Bennedict Mathurin,,,,0.6451612903225806
Bennedict Mathurin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.74,11.5,Bennedict Mathurin,,,,0.5747126436781609
Bennedict Mathurin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.0,12.5,Bennedict Mathurin,,,,0.5
