player_name,market_key,market_description,bookmaker,outcome,odds_decimal,prop_line,description,projection_type,projection,edge,implied_prob
Bennedict Mathurin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.3,13.5,Bennedict Mathurin,,,,0.4347826086956522
Obi Toppin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.15,6.5,Obi Toppin,,,,0.8695652173913044
Obi Toppin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.23,7.5,Obi Toppin,,,,0.8130081300813008
Obi Toppin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.32,8.5,Obi Toppin,,,,0.7575757575757576
Obi Toppin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.45,9.5,Obi Toppin,,,,0.6896551724137931
Obi Toppin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.63,10.5,Obi Toppin,,,,0.6134969325153374
Obi Toppin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.88,11.5,Obi Toppin,,,,0.5319148936170213
Obi Toppin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.18,12.5,Obi Toppin,,,,0.4587155963302752
Obi Toppin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.54,13.5,Obi Toppin,,,,0.39370078740157477
Obi Toppin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.98,14.5,Obi Toppin,,,,0.33557046979865773
Obi Toppin,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.5,15.5,Obi Toppin,,,,0.2857142857142857
Isaiah Hartenstein,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.11,3.5,Isaiah Hartenstein,,,,0.9009009009009008
Isaiah Hartenstein,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.22,4.5,Isaiah Hartenstein,,,,0.819672131147541
Isaiah Hartenstein,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.37,5.5,Isaiah Hartenstein,,,,0.7299270072992701
Isaiah Hartenstein,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.57,6.5,Isaiah Hartenstein,,,,0.6369426751592356
Isaiah Hartenstein,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.89,7.5,Isaiah Hartenstein,,,,0.5291005291005292
Isaiah Hartenstein,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.34,8.5,Isaiah Hartenstein,,,,0.4273504273504274
Isaiah Hartenstein,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.94,9.5,Isaiah Hartenstein,,,,0.3401360544217687
Isaiah Hartenstein,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.65,10.5,Isaiah Hartenstein,,,,0.273972602739726
Alex Caruso,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.08,6.5,Alex Caruso,,,,0.9259259259259258
Alex Caruso,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.14,7.5,Alex Caruso,,,,0.8771929824561404
Alex Caruso,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.21,8.5,Alex Caruso,,,,0.8264462809917356
Alex Caruso,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.31,9.5,Alex Caruso,,,,0.7633587786259541
Alex Caruso,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.44,10.5,Alex Caruso,,,,0.6944444444444444
Alex Caruso,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.62,11.5,Alex Caruso,,,,0.6172839506172839
Alex Caruso,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.85,12.5,Alex Caruso,,,,0.5405405405405405
Alex Caruso,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.12,13.5,Alex Caruso,,,,0.4716981132075471
Alex Caruso,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.46,14.5,Alex Caruso,,,,0.4065040650406504
Alex Caruso,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.88,15.5,Alex Caruso,,,,0.3472222222222222
Alex Caruso,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.35,16.5,Alex Caruso,,,,0.29850746268656714
Myles Turner,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.12,8.5,Myles Turner,,,,0.8928571428571428
Myles Turner,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.2,9.5,Myles Turner,,,,0.8333333333333334
Myles Turner,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.29,10.5,Myles Turner,,,,0.7751937984496123
Myles Turner,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.38,11.5,Myles Turner,,,,0.7246376811594204
Myles Turner,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.53,12.5,Myles Turner,,,,0.6535947712418301
Myles Turner,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.71,13.5,Myles Turner,,,,0.5847953216374269
Myles Turner,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.93,14.5,Myles Turner,,,,0.5181347150259068
Myles Turner,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.22,15.5,Myles Turner,,,,0.4504504504504504
Myles Turner,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.58,16.5,Myles Turner,,,,0.38759689922480617
Myles Turner,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.0,17.5,Myles Turner,,,,0.3333333333333333
Myles Turner,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.65,18.5,Myles Turner,,,,0.273972602739726
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.06,15.5,Pascal Siakam,,,,0.9433962264150942
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.09,16.5,Pascal Siakam,,,,0.9174311926605504
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.14,17.5,Pascal Siakam,,,,0.8771929824561404
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.2,18.5,Pascal Siakam,,,,0.8333333333333334
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.26,19.5,Pascal Siakam,,,,0.7936507936507936
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.33,20.5,Pascal Siakam,,,,0.7518796992481203
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.43,21.5,Pascal Siakam,,,,0.6993006993006994
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.55,22.5,Pascal Siakam,,,,0.6451612903225806
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.68,23.5,Pascal Siakam,,,,0.5952380952380952
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.88,24.5,Pascal Siakam,,,,0.5319148936170213
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.1,25.5,Pascal Siakam,,,,0.47619047619047616
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.38,26.5,Pascal Siakam,,,,0.42016806722689076
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.72,27.5,Pascal Siakam,,,,0.3676470588235294
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.1,28.5,Pascal Siakam,,,,0.3225806451612903
Pascal Siakam,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.5,29.5,Pascal Siakam,,,,0.2857142857142857
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.07,18.5,Jalen Williams,,,,0.9345794392523364
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.1,19.5,Jalen Williams,,,,0.9090909090909091
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.14,20.5,Jalen Williams,,,,0.8771929824561404
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.2,21.5,Jalen Williams,,,,0.8333333333333334
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.25,22.5,Jalen Williams,,,,0.8
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.32,23.5,Jalen Williams,,,,0.7575757575757576
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.41,24.5,Jalen Williams,,,,0.7092198581560284
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.53,25.5,Jalen Williams,,,,0.6535947712418301
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.66,26.5,Jalen Williams,,,,0.6024096385542169
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.85,27.5,Jalen Williams,,,,0.5405405405405405
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.04,28.5,Jalen Williams,,,,0.49019607843137253
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.3,29.5,Jalen Williams,,,,0.4347826086956522
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.58,30.5,Jalen Williams,,,,0.38759689922480617
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.94,31.5,Jalen Williams,,,,0.3401360544217687
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.35,32.5,Jalen Williams,,,,0.29850746268656714
Jalen Williams,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.9,33.5,Jalen Williams,,,,0.25641025641025644
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.07,7.5,T.J. McConnell,,,,0.9345794392523364
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.12,8.5,T.J. McConnell,,,,0.8928571428571428
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.18,9.5,T.J. McConnell,,,,0.8474576271186441
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.25,10.5,T.J. McConnell,,,,0.8
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.36,11.5,T.J. McConnell,,,,0.7352941176470588
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.48,12.5,T.J. McConnell,,,,0.6756756756756757
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.63,13.5,T.J. McConnell,,,,0.6134969325153374
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.83,14.5,T.J. McConnell,,,,0.5464480874316939
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.06,15.5,T.J. McConnell,,,,0.4854368932038835
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.4,16.5,T.J. McConnell,,,,0.4166666666666667
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.78,17.5,T.J. McConnell,,,,0.3597122302158274
T.J. McConnell,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.2,18.5,T.J. McConnell,,,,0.3125
Aaron Nesmith,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.13,6.5,Aaron Nesmith,,,,0.8849557522123894
Aaron Nesmith,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.21,7.5,Aaron Nesmith,,,,0.8264462809917356
Aaron Nesmith,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.31,8.5,Aaron Nesmith,,,,0.7633587786259541
Aaron Nesmith,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.43,9.5,Aaron Nesmith,,,,0.6993006993006994
Aaron Nesmith,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.57,10.5,Aaron Nesmith,,,,0.6369426751592356
Aaron Nesmith,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.77,11.5,Aaron Nesmith,,,,0.5649717514124294
Aaron Nesmith,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.04,12.5,Aaron Nesmith,,,,0.49019607843137253
Aaron Nesmith,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.4,13.5,Aaron Nesmith,,,,0.4166666666666667
Aaron Nesmith,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.78,14.5,Aaron Nesmith,,,,0.3597122302158274
Aaron Nesmith,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.25,15.5,Aaron Nesmith,,,,0.3076923076923077
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.06,8.5,Andrew Nembhard,,,,0.9433962264150942
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.1,9.5,Andrew Nembhard,,,,0.9090909090909091
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.15,10.5,Andrew Nembhard,,,,0.8695652173913044
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.24,11.5,Andrew Nembhard,,,,0.8064516129032259
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.34,12.5,Andrew Nembhard,,,,0.7462686567164178
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.48,13.5,Andrew Nembhard,,,,0.6756756756756757
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.65,14.5,Andrew Nembhard,,,,0.6060606060606061
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,1.89,15.5,Andrew Nembhard,,,,0.5291005291005292
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.18,16.5,Andrew Nembhard,,,,0.4587155963302752
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,2.54,17.5,Andrew Nembhard,,,,0.39370078740157477
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.0,18.5,Andrew Nembhard,,,,0.3333333333333333
Andrew Nembhard,player_points_assists_alternate,Alternate Points + Assists (Over/Under),FanDuel,Over,3.6,19.5,Andrew Nembhard,,,,0.2777777777777778
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.17,9.5,Obi Toppin,,,,0.8547008547008548
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.24,10.5,Obi Toppin,,,,0.8064516129032259
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.32,11.5,Obi Toppin,,,,0.7575757575757576
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.43,12.5,Obi Toppin,,,,0.6993006993006994
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.57,13.5,Obi Toppin,,,,0.6369426751592356
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.76,14.5,Obi Toppin,,,,0.5681818181818182
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.98,15.5,Obi Toppin,,,,0.5050505050505051
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.24,16.5,Obi Toppin,,,,0.4464285714285714
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.58,17.5,Obi Toppin,,,,0.38759689922480617
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.94,18.5,Obi Toppin,,,,0.3401360544217687
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,3.3,19.5,Obi Toppin,,,,0.30303030303030304
Obi Toppin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,3.9,20.5,Obi Toppin,,,,0.25641025641025644
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.12,9.5,Aaron Nesmith,,,,0.8928571428571428
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.17,10.5,Aaron Nesmith,,,,0.8547008547008548
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.25,11.5,Aaron Nesmith,,,,0.8
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.34,12.5,Aaron Nesmith,,,,0.7462686567164178
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.44,13.5,Aaron Nesmith,,,,0.6944444444444444
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.58,14.5,Aaron Nesmith,,,,0.6329113924050632
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.76,15.5,Aaron Nesmith,,,,0.5681818181818182
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.98,16.5,Aaron Nesmith,,,,0.5050505050505051
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.26,17.5,Aaron Nesmith,,,,0.4424778761061947
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.58,18.5,Aaron Nesmith,,,,0.38759689922480617
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.98,19.5,Aaron Nesmith,,,,0.33557046979865773
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,3.35,20.5,Aaron Nesmith,,,,0.29850746268656714
Aaron Nesmith,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,3.9,21.5,Aaron Nesmith,,,,0.25641025641025644
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.09,18.5,Pascal Siakam,,,,0.9174311926605504
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.13,19.5,Pascal Siakam,,,,0.8849557522123894
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.17,20.5,Pascal Siakam,,,,0.8547008547008548
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.22,21.5,Pascal Siakam,,,,0.819672131147541
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.29,22.5,Pascal Siakam,,,,0.7751937984496123
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.36,23.5,Pascal Siakam,,,,0.7352941176470588
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.44,24.5,Pascal Siakam,,,,0.6944444444444444
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.56,25.5,Pascal Siakam,,,,0.641025641025641
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.68,26.5,Pascal Siakam,,,,0.5952380952380952
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.85,27.5,Pascal Siakam,,,,0.5405405405405405
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.04,28.5,Pascal Siakam,,,,0.49019607843137253
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.28,29.5,Pascal Siakam,,,,0.4385964912280702
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.54,30.5,Pascal Siakam,,,,0.39370078740157477
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.82,31.5,Pascal Siakam,,,,0.3546099290780142
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,3.25,32.5,Pascal Siakam,,,,0.3076923076923077
Pascal Siakam,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,3.7,33.5,Pascal Siakam,,,,0.27027027027027023
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.12,11.5,Myles Turner,,,,0.8928571428571428
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.18,12.5,Myles Turner,,,,0.8474576271186441
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.25,13.5,Myles Turner,,,,0.8
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.34,14.5,Myles Turner,,,,0.7462686567164178
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.44,15.5,Myles Turner,,,,0.6944444444444444
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.6,16.5,Myles Turner,,,,0.625
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.77,17.5,Myles Turner,,,,0.5649717514124294
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.0,18.5,Myles Turner,,,,0.5
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.26,19.5,Myles Turner,,,,0.4424778761061947
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.62,20.5,Myles Turner,,,,0.38167938931297707
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.94,21.5,Myles Turner,,,,0.3401360544217687
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,3.35,22.5,Myles Turner,,,,0.29850746268656714
Myles Turner,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,3.9,23.5,Myles Turner,,,,0.25641025641025644
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.06,6.5,Bennedict Mathurin,,,,0.9433962264150942
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.1,7.5,Bennedict Mathurin,,,,0.9090909090909091
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.15,8.5,Bennedict Mathurin,,,,0.8695652173913044
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.22,9.5,Bennedict Mathurin,,,,0.819672131147541
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.31,10.5,Bennedict Mathurin,,,,0.7633587786259541
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.4,11.5,Bennedict Mathurin,,,,0.7142857142857143
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.52,12.5,Bennedict Mathurin,,,,0.6578947368421053
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.69,13.5,Bennedict Mathurin,,,,0.591715976331361
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.91,14.5,Bennedict Mathurin,,,,0.5235602094240838
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.16,15.5,Bennedict Mathurin,,,,0.4629629629629629
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.48,16.5,Bennedict Mathurin,,,,0.40322580645161293
Bennedict Mathurin,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,2.82,17.5,Bennedict Mathurin,,,,0.3546099290780142
Chet Holmgren,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.05,15.5,Chet Holmgren,,,,0.9523809523809523
Chet Holmgren,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.07,16.5,Chet Holmgren,,,,0.9345794392523364
Chet Holmgren,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.1,17.5,Chet Holmgren,,,,0.9090909090909091
Chet Holmgren,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.15,18.5,Chet Holmgren,,,,0.8695652173913044
Chet Holmgren,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.2,19.5,Chet Holmgren,,,,0.8333333333333334
Chet Holmgren,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.28,20.5,Chet Holmgren,,,,0.78125
Chet Holmgren,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.36,21.5,Chet Holmgren,,,,0.7352941176470588
Chet Holmgren,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.44,22.5,Chet Holmgren,,,,0.6944444444444444
Chet Holmgren,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.56,23.5,Chet Holmgren,,,,0.641025641025641
Chet Holmgren,player_points_rebounds_alternate,Alternate Points + Rebounds (Over/Under),FanDuel,Over,1.71,24.5,Chet Holmgren,,,,0.5847953216374269
